Date,Year,Reporter,Email,Location,Description,Longitude,Latitude,Count
"2025-04-07T16:32:38.135Z","2020","Karen Moore","karen.moore913@aol.com","201 N. 5th Street","WSTA","-80.273930","36.033873","21"
"2025-04-07T16:32:38.136Z","2021","Betty Jackson","betty.jackson202@yahoo.com","699 Research Pkwy","Bridge on 7th St","-80.294634","36.063339","6"
"2025-04-07T16:32:38.136Z","2024","Lisa Garcia","lisa.garcia841@aol.com","2147 Bethabara Road","Bethabra Park","-80.239647","36.142423","6"
"2025-04-07T16:32:38.137Z","2024","James Taylor","james.taylor95@outlook.com","2147 Bethabara Road","Bethabra Park","-80.219428","36.150201","17"
"2025-04-07T16:32:38.137Z","2024","Mary Anderson","mary.anderson265@gmail.com","639 S. Green Street","Green St Church","-80.222051","36.068664","18"
"2025-04-07T16:32:38.138Z","2021","Jessica Martin","jessica.martin989@hotmail.com","639 S. Green Street","Green St Church","-80.229879","36.048242","20"
"2025-04-07T16:32:38.138Z","2024","Patricia Moore","patricia.moore190@outlook.com","220 Sunshine Ave","Car on Sunshine Ave","-80.325850","36.038505","23"
"2025-04-07T16:32:38.139Z","2024","Elizabeth Martinez","elizabeth.martinez225@gmail.com","333 Silas Creek Pkwy","Car near Forstyh Hospital","-80.252176","36.097463","15"
"2025-04-07T16:32:38.140Z","2023","Patricia Johnson","patricia.johnson861@outlook.com","625 W. 6th Street","Behind Crystal Towers","-80.242577","36.067038","11"
"2025-04-07T16:32:38.140Z","2022","Patricia Johnson","patricia.johnson689@hotmail.com","600 Jonestown Road","Jonestown","-80.297138","36.115944","14"
"2025-04-07T16:32:38.141Z","2020","William White","william.white914@gmail.com","180 Harvey Street","Stratford Rd near Walmart","-80.284990","36.060471","7"
"2025-04-07T16:32:38.141Z","2024","Jessica Davis","jessica.davis641@yahoo.com","110 S. Cherry Street","Bus. 40 under Cherry","-80.236386","36.039601","19"
"2025-04-07T16:32:38.142Z","2022","Betty Garcia","betty.garcia61@gmail.com","201 N. 5th Street","WSTA","-80.217243","36.051162","13"
"2025-04-07T16:32:38.142Z","2025","Jessica Miller","jessica.miller129@yahoo.com","201 N. 5th Street","WSTA","-80.192789","36.062277","6"
"2025-04-07T16:32:38.142Z","2020","Jessica Anderson","jessica.anderson195@yahoo.com","201 N. 5th Street","Downtown","-80.330033","36.087616","24"
"2025-04-07T16:32:38.143Z","2022","Mary Davis","mary.davis919@outlook.com","937 West Street","Car near Granville Park","-80.318223","36.087491","19"
"2025-04-07T16:32:38.143Z","2023","Linda Williams","linda.williams393@gmail.com","201 N. 5th Street","Bus Station","-80.338606","36.096578","10"
"2025-04-07T16:32:38.144Z","2022","John Williams","john.williams394@hotmail.com","1490 S. Broad Street","Washington Park","-80.239547","36.079795","12"
"2025-04-07T16:32:38.144Z","2022","Patricia Moore","patricia.moore326@aol.com","745 Jonestown Road","Jonestown Rd / Hanes Mall Blvd","-80.330209","36.102988","2"
"2025-04-07T16:32:38.145Z","2022","Patricia Wilson","patricia.wilson46@yahoo.com","2220 Thomasville Road","Sprague and Waughtown St areas","-80.195978","36.106802","25"
"2025-04-07T16:32:38.145Z","2023","Elizabeth Thompson","elizabeth.thompson340@yahoo.com","2700 Peters Creek Pkwy","Brewer Road","-80.267536","36.085421","14"
"2025-04-07T16:32:38.146Z","2020","Jessica Anderson","jessica.anderson590@gmail.com","801 Martin luther King Blvd","Park near Sunrise","-80.223862","36.108703","11"
"2025-04-07T16:32:38.147Z","2024","Betty Moore","betty.moore25@outlook.com","201 N. 5th Street","Downtown area","-80.228477","36.148223","18"
"2025-04-07T16:32:38.147Z","2022","Susan Martin","susan.martin123@gmail.com","1475 New Walkertown Road","New Walkertown Rd & University in White Malibu","-80.241099","36.073749","22"
"2025-04-07T16:32:38.148Z","2025","Lisa Martinez","lisa.martinez324@aol.com","414 Northwest Blvd","Near Samaritan","-80.257068","36.073079","8"
"2025-04-07T16:32:38.148Z","2021","William Thompson","william.thompson342@yahoo.com","930 N. Patterson Ave","Abando off Patterson","-80.335036","36.114777","22"
"2025-04-07T16:32:38.148Z","2021","Nancy Thomas","nancy.thomas560@yahoo.com","1490 S. Broad Street","Washington Park","-80.258661","36.133803","15"
"2025-04-07T16:32:38.149Z","2025","Mary Jones","mary.jones771@aol.com","704 Oak Street","Rescue mission Oak st.","-80.312579","36.052384","21"
"2025-04-07T16:32:38.149Z","2021","Elizabeth Williams","elizabeth.williams781@yahoo.com","538 Akron Drive","Car on Akron Dr","-80.255288","36.061542","14"
"2025-04-07T16:32:38.149Z","2024","Betty Martinez","betty.martinez811@hotmail.com","2370 Brewer Street","Peters Creek Pkwy near Brewer","-80.299913","36.049177","1"
"2025-04-07T16:32:38.150Z","2022","Patricia White","patricia.white310@yahoo.com","538 Akron Drive","Car on Akron Dr","-80.261703","36.140095","19"
"2025-04-07T16:32:38.150Z","2021","William Garcia","william.garcia703@hotmail.com","2672 Peters Creek pkwy","Car at Planet Fitness","-80.229331","36.104582","6"
"2025-04-07T16:32:38.151Z","2023","Mary Jones","mary.jones505@gmail.com","3320 Silas Creek Pkwy","Hanes Mall","-80.225915","36.092316","13"
"2025-04-07T16:32:38.151Z","2023","Karen Thomas","karen.thomas458@outlook.com","2575 Parkway Drive","Parkway Broad St","-80.224983","36.158787","13"
"2025-04-07T16:32:38.152Z","2024","Michael Brown","michael.brown319@hotmail.com","1217 Salem Crossing Drive","Shed @ Salem Crossing","-80.212876","36.104927","11"
"2025-04-07T16:32:38.152Z","2020","Robert Miller","robert.miller752@gmail.com","502 N. Broad Street","His car in CwD lot","-80.201170","36.037310","19"
"2025-04-07T16:32:38.152Z","2022","James Johnson","james.johnson989@outlook.com","2575 Parkway Drive","Parkway Broad St","-80.242478","36.076018","2"
"2025-04-07T16:32:38.153Z","2022","Jennifer Anderson","jennifer.anderson461@outlook.com","2370 Brewer Street","Tent off Brewer","-80.265242","36.104845","22"
"2025-04-07T16:32:38.153Z","2023","Margaret Miller","margaret.miller389@gmail.com","301 s. Liberty Street","Liberty St","-80.209541","36.085748","9"
"2025-04-07T16:32:38.153Z","2024","Linda Taylor","linda.taylor400@outlook.com","2401 Ivy Street","Ivy St","-80.331293","36.042990","12"
"2025-04-07T16:32:38.154Z","2023","Michael Harris","michael.harris418@hotmail.com","3320 Silas Creek Pkwy","Hanes Mall","-80.256888","36.056071","12"
"2025-04-07T16:32:38.154Z","2022","Patricia Thompson","patricia.thompson283@yahoo.com","2835 Reynolda Road","Reynolda Rd near Harris Teeter","-80.273073","36.076201","8"
"2025-04-07T16:32:38.154Z","2024","James Moore","james.moore288@outlook.com","585 Northwest Blvd","University Pkwy near Bojangles","-80.230440","36.111132","11"
"2025-04-07T16:32:38.155Z","2025","Lisa Smith","lisa.smith590@hotmail.com","201 N. 5th Street","Bus Station","-80.310057","36.097349","6"
"2025-04-07T16:32:38.155Z","2020","Sarah Smith","sarah.smith965@gmail.com","320 E. Hanes Mill Road","Hanes Mill Area","-80.299907","36.142114","3"
"2025-04-07T16:32:38.156Z","2025","Sarah Smith","sarah.smith87@aol.com","3333  Silas Creek Pkwy","Car near Forstyh Hospital","-80.265745","36.055835","12"
"2025-04-07T16:32:38.156Z","2023","Margaret Harris","margaret.harris647@outlook.com","320 E. Hanes Mill Road","Hanes Mill Area","-80.294014","36.116963","4"
"2025-04-07T16:32:38.156Z","2021","Karen Thompson","karen.thompson296@aol.com","4170 Patterson Ave","Germanton Rd","-80.259758","36.060128","13"
"2025-04-07T16:32:38.156Z","2024","Nancy Brown","nancy.brown969@hotmail.com","3320 Silas Creek Pkwy","Hanes Mall","-80.292955","36.046392","3"
"2025-04-07T16:32:38.157Z","2024","Sandra Harris","sandra.harris438@yahoo.com","American Flag Storage""","""Reynolda Rd area","-80.328379","36.062455","6"
"2025-04-07T16:32:38.157Z","2021","Elizabeth Brown","elizabeth.brown458@hotmail.com","2401 Ivy Street","Ivy St","-80.301804","36.110481","23"
"2025-04-07T16:32:38.157Z","2022","David Anderson","david.anderson214@outlook.com","200 W. Hanes Mill Road","Hanes Mall behind Waffle House","-80.297669","36.098653","22"
"2025-04-07T16:32:38.158Z","2021","Karen Davis","karen.davis575@gmail.com","3320 Silas Creek Pkwy","Hanes Mall Blvd","-80.300023","36.154476","15"
"2025-04-07T16:32:38.158Z","2020","William Garcia","william.garcia645@yahoo.com","3320 Silas Creek Pkwy","Hanes Mall","-80.207342","36.040789","8"
"2025-04-07T16:32:38.158Z","2021","Sandra Johnson","sandra.johnson463@hotmail.com","2551 Peter Creek Pkwy","Peters Creek Pkwy","-80.250150","36.066404","19"
"2025-04-07T16:32:38.159Z","2022","Patricia Anderson","patricia.anderson136@yahoo.com","3937 Leo Street","Camper on Leo St","-80.266467","36.071597","11"
"2025-04-07T16:32:38.159Z","2020","Karen Thompson","karen.thompson383@gmail.com","625 W. 6th Street","Behind Crystal Towers","-80.240681","36.140936","22"
"2025-04-07T16:32:38.160Z","2022","John Miller","john.miller927@aol.com","200 25th Street","Van off 25th","-80.250105","36.106613","23"
"2025-04-07T16:32:38.161Z","2024","John Anderson","john.anderson816@gmail.com","2370 Brewer Street","Brewer Rd","-80.252294","36.159959","14"
"2025-04-07T16:32:38.161Z","2024","Michael Brown","michael.brown658@hotmail.com","414 Northwest Blvd","Behind Samaritan and Bojangles","-80.331394","36.081573","12"
"2025-04-07T16:32:38.161Z","2023","David Martin","david.martin635@gmail.com","414 Northwest Blvd","Behind Samaritan and Bojangles","-80.268517","36.102983","14"
"2025-04-07T16:32:38.162Z","2020","Patricia Thomas","patricia.thomas669@yahoo.com","5671 Racin Drive","Car on Racin Dr","-80.328727","36.044588","16"
"2025-04-07T16:32:38.162Z","2020","Mary Jackson","mary.jackson81@aol.com","201 N. 5th Street","Downtown area","-80.237239","36.048942","17"
"2025-04-07T16:32:38.163Z","2024","Robert Brown","robert.brown757@yahoo.com","1207 W. Clemmonsville Road","Under bridge at Clemmonsville","-80.308520","36.152485","10"
"2025-04-07T16:32:38.163Z","2023","Susan Davis","susan.davis9@gmail.com","284 Summit Square Blvd","Car in Sams Club lot off University","-80.286352","36.043156","20"
"2025-04-07T16:32:38.163Z","2025","David Taylor","david.taylor630@hotmail.com","2401 Ivy Street","Ivy St","-80.280901","36.126389","21"
"2025-04-07T16:32:38.164Z","2023","Jennifer Wilson","jennifer.wilson912@outlook.com","585 Northwest Blvd","Behind Samaritan and Bojangles","-80.234189","36.127450","18"
"2025-04-07T16:32:38.164Z","2023","Betty Smith","betty.smith20@yahoo.com","1207 W. Clemmonsville Road","Under bridge at Clemmonsville","-80.241220","36.086468","6"
"2025-04-07T16:32:38.164Z","2021","Jessica Thomas","jessica.thomas23@hotmail.com","1207 W. Clemmonsville Road","Clemmonsville Jail on 9/23 court date 10/23","-80.198628","36.069625","15"
"2025-04-07T16:32:38.164Z","2022","Lisa Davis","lisa.davis699@outlook.com","325 Carolyn Drive","Car on Carolyn Dr","-80.318095","36.084914","21"
"2025-04-07T16:32:38.165Z","2021","Karen Jones","karen.jones349@hotmail.com","1490 S. Broad Street","Washington Park","-80.308272","36.136448","12"
"2025-04-07T16:32:38.165Z","2022","Jennifer Jackson","jennifer.jackson102@hotmail.com","745 Jonestown Road","Van near McKays","-80.275008","36.113961","24"
"2025-04-07T16:32:38.165Z","2023","John Miller","john.miller663@outlook.com","284 Summit Square Blvd","Car in Sams Club lot off University","-80.265070","36.032427","25"
"2025-04-07T16:32:38.165Z","2025","James Brown","james.brown107@aol.com","320 E. Hanes Mill Road","Hanes Mill","-80.254429","36.042736","5"
"2025-04-07T16:32:38.165Z","2025","Susan Jones","susan.jones105@aol.com","201 N. 5th Street","Peters Creek / Silas Creek","-80.269367","36.090715","9"
"2025-04-07T16:32:38.166Z","2020","Sandra Smith","sandra.smith808@hotmail.com","745 Jonestown Road","Van near McKays","-80.245068","36.115399","6"
"2025-04-07T16:32:38.166Z","2025","David Jackson","david.jackson896@aol.com","2901 Waughtown Street","Waughtown St behind Speedway","-80.323100","36.043743","3"
"2025-04-07T16:32:38.166Z","2021","Patricia Wilson","patricia.wilson808@gmail.com","4505 Kester Mill Road","Kester Mill Rd","-80.320154","36.152749","6"
"2025-04-07T16:32:38.166Z","2023","James Smith","james.smith646@yahoo.com","3179 Peters Creek Pkwy","Various Places around town","-80.298491","36.059328","3"
"2025-04-07T16:32:38.167Z","2020","David Thompson","david.thompson37@outlook.com","745 Jonestown Road","Van near McKays","-80.326678","36.157528","12"
"2025-04-07T16:32:38.167Z","2022","Karen Martinez","karen.martinez828@hotmail.com","""840 S. Main Street","Kernersville","-80.328574","36.123175","16"
"2025-04-07T16:32:38.167Z","2024","Betty Wilson","betty.wilson267@aol.com","320 E. Hanes Mill Road","Hanes Mill area","-80.280558","36.065496","2"
"2025-04-07T16:32:38.167Z","2022","John Harris","john.harris964@yahoo.com","2338 N. Liberty Street","52 & Liberty","-80.214040","36.043315","12"
"2025-04-07T16:32:38.167Z","2024","Susan Martinez","susan.martinez5@yahoo.com","3475 PKWY Village Ct.","Car Walmart Peters Creek","-80.218573","36.105999","5"
"2025-04-07T16:32:38.168Z","2022","Jennifer Anderson","jennifer.anderson194@gmail.com","3475 PKWY Village Ct.","Kester Mill Rd. / Peters Creek Pkwy","-80.214674","36.059777","10"
"2025-04-07T16:32:38.168Z","2021","John Martin","john.martin360@hotmail.com","320 E. Hanes Mill Road","Hanes Mill Area","-80.289437","36.137716","1"
"2025-04-07T16:32:38.168Z","2023","James Wilson","james.wilson298@gmail.com","3475 PKWY Village Ct.","Kester Mill Rd. / Peters Creek Pkwy","-80.192247","36.128085","8"
"2025-04-07T16:32:38.169Z","2021","Mary Jones","mary.jones13@yahoo.com","3475 PKWY Village Ct.","Kester Mill Rd. / Peters Creek Pkwy","-80.313389","36.040067","2"
"2025-04-07T16:32:38.169Z","2025","Nancy Harris","nancy.harris84@outlook.com","1040 Hanes mall Blvd","Hanes Mall","-80.250561","36.136080","20"
"2025-04-07T16:32:38.169Z","2020","Susan Rodriguez","susan.rodriguez66@hotmail.com","201 N. 5th Street","Downtown","-80.248217","36.152044","11"
"2025-04-07T16:32:38.169Z","2025","Karen Moore","karen.moore336@aol.com","201 N. 5th Street","Downtown","-80.269181","36.097426","24"
"2025-04-07T16:32:38.170Z","2020","Mary Martin","mary.martin148@aol.com","3072 Trenwest Street","Trenwest Drive off Stratford Rd","-80.330582","36.050626","23"
"2025-04-07T16:32:38.170Z","2023","Linda Thompson","linda.thompson262@hotmail.com","745 Jonestown Road","Jonestown","-80.280572","36.107219","21"
"2025-04-07T16:32:38.170Z","2024","Linda Moore","linda.moore950@gmail.com","960 W. Clemmonsville Road","Brewer Rd / Clemmonsville Rd","-80.319684","36.151370","22"
"2025-04-07T16:32:38.170Z","2025","Robert Moore","robert.moore465@aol.com","320 E. Hanes Mill Road","Hanes Mill Area","-80.291292","36.031888","5"
"2025-04-07T16:32:38.171Z","2024","William Johnson","william.johnson698@hotmail.com","4927 Romara Drive","Romaro Drive","-80.190243","36.063721","1"
